SK_ID_CURR,N_PREV_APPLICATIONS,N_PREV_REFUSED,N_PREV_APPROVED,PREV_REFUSED_RATIO
290829,5,2,3,0.4
290830,2,0,2,0.0
290831,1,0,1,0.0
290832,1,0,1,0.0
290833,6,1,3,0.16666666666666666
290834,14,8,5,0.5714285714285714
290835,4,2,2,0.5
290837,1,0,1,0.0
290838,7,0,4,0.0
290839,10,1,8,0.1
290840,5,0,5,0.0
290841,4,1,3,0.25
290842,7,2,1,0.2857142857142857
290843,10,1,6,0.1
290845,6,0,3,0.0
290846,1,0,1,0.0
290847,3,0,3,0.0
290848,1,0,1,0.0
290849,6,0,6,0.0
290850,11,8,3,0.7272727272727273
290851,2,0,2,0.0
290852,12,0,7,0.0
290853,1,0,1,0.0
290854,1,0,1,0.0
290855,5,0,4,0.0
290856,7,1,6,0.14285714285714285
290857,1,0,1,0.0
290858,5,0,4,0.0
290859,3,0,2,0.0
290860,3,2,1,0.6666666666666666
290861,4,0,3,0.0
290862,5,2,3,0.4
290863,5,0,4,0.0
290864,11,1,10,0.09090909090909091
290865,3,0,3,0.0
290866,12,3,9,0.25
290867,5,2,2,0.4
290868,4,0,3,0.0
290869,12,1,6,0.08333333333333333
290870,3,0,2,0.0
290871,4,0,2,0.0
290872,5,1,2,0.2
290873,10,3,6,0.3
290875,1,0,1,0.0
290876,6,2,4,0.3333333333333333
290877,1,0,1,0.0
290878,3,0,3,0.0
290879,3,0,3,0.0
290880,4,0,3,0.0
290881,1,0,1,0.0
290882,4,0,3,0.0
290883,1,0,1,0.0
290884,2,0,1,0.0
290886,1,0,1,0.0
290887,19,4,10,0.21052631578947367
290888,4,0,1,0.0
290889,6,0,6,0.0
290890,5,2,3,0.4
290891,2,0,2,0.0
290892,4,0,4,0.0
290893,15,5,5,0.3333333333333333
290894,5,2,2,0.4
290895,2,0,2,0.0
290896,3,0,2,0.0
290897,3,0,3,0.0
290898,2,0,2,0.0
290899,5,0,4,0.0
290900,3,1,2,0.3333333333333333
290901,3,0,3,0.0
290902,1,0,1,0.0
290903,1,0,1,0.0
290904,6,0,2,0.0
290905,1,0,1,0.0
290906,8,0,6,0.0
290907,1,0,1,0.0
290908,1,0,1,0.0
290909,1,0,1,0.0
290910,1,0,1,0.0
290911,7,1,4,0.14285714285714285
290912,4,0,4,0.0
290913,1,0,1,0.0
290914,3,0,3,0.0
290915,4,0,1,0.0
290916,8,0,7,0.0
290917,1,0,1,0.0
290918,2,1,1,0.5
290919,1,0,1,0.0
290920,5,0,5,0.0
290921,3,0,2,0.0
290922,2,1,1,0.5
290923,6,1,5,0.16666666666666666
290924,2,0,2,0.0
290925,16,6,4,0.375
290926,9,3,6,0.3333333333333333
290927,2,0,2,0.0
290928,1,0,1,0.0
290929,7,2,4,0.2857142857142857
290930,5,2,3,0.4
290933,1,0,1,0.0
290934,3,0,2,0.0
290935,4,0,3,0.0
290936,10,2,7,0.2
290937,11,1,9,0.09090909090909091
290938,12,8,4,0.6666666666666666
290939,7,7,0,1.0
290940,2,0,2,0.0
290941,10,1,4,0.1
290942,1,0,1,0.0
290943,2,0,2,0.0
290944,5,0,5,0.0
290945,11,0,8,0.0
290946,2,0,2,0.0
290947,8,0,4,0.0
290948,10,1,4,0.1
290949,7,2,2,0.2857142857142857
290950,3,0,2,0.0
290951,2,0,2,0.0
290952,3,1,2,0.3333333333333333
290953,6,2,4,0.3333333333333333
290954,5,0,5,0.0
290955,5,0,3,0.0
290956,4,0,3,0.0
290957,7,3,2,0.42857142857142855
290958,4,0,3,0.0
290959,1,0,1,0.0
290960,2,0,1,0.0
290961,4,0,3,0.0
290962,1,0,1,0.0
290963,1,0,1,0.0
290964,1,0,1,0.0
290965,3,0,2,0.0
290966,2,0,2,0.0
290967,12,0,7,0.0
290968,1,0,1,0.0
290969,2,0,2,0.0
290970,6,1,5,0.16666666666666666
290971,5,0,5,0.0
290972,2,0,2,0.0
290973,3,0,2,0.0
290974,4,0,3,0.0
290975,2,0,2,0.0
290976,3,0,3,0.0
290977,3,0,2,0.0
290978,8,1,6,0.125
290979,3,0,2,0.0
290980,10,2,6,0.2
290981,2,0,1,0.0
290983,6,0,3,0.0
290984,11,2,4,0.18181818181818182
290985,3,1,2,0.3333333333333333
290986,6,2,3,0.3333333333333333
290987,5,0,3,0.0
290988,2,0,2,0.0
290989,3,0,3,0.0
290990,6,2,4,0.3333333333333333
290991,8,4,1,0.5
290992,1,0,1,0.0
290993,1,0,1,0.0
290994,6,0,6,0.0
290995,2,0,2,0.0
290996,3,0,3,0.0
290997,12,1,4,0.08333333333333333
290998,4,0,3,0.0
291000,5,0,5,0.0
291001,4,3,1,0.75
291002,6,1,5,0.16666666666666666
291003,3,0,3,0.0
291004,10,4,5,0.4
291005,1,0,1,0.0
291006,11,3,4,0.2727272727272727
291007,2,0,2,0.0
291008,1,0,1,0.0
291009,4,0,4,0.0
291010,3,0,3,0.0
291011,8,3,3,0.375
291012,5,1,3,0.2
291013,14,4,7,0.2857142857142857
291014,4,0,4,0.0
291015,4,0,2,0.0
291016,8,5,3,0.625
291017,4,2,2,0.5
291018,17,10,3,0.5882352941176471
291019,2,0,2,0.0
291021,2,0,2,0.0
291022,6,0,4,0.0
291023,5,0,2,0.0
291025,2,1,1,0.5
291026,17,12,5,0.7058823529411765
291027,4,1,2,0.25
291028,2,0,2,0.0
291029,6,0,4,0.0
291030,4,0,3,0.0
291031,6,1,3,0.16666666666666666
291032,4,0,4,0.0
291034,7,1,4,0.14285714285714285
291035,1,0,1,0.0
291036,2,0,1,0.0
291037,6,1,3,0.16666666666666666
291038,4,0,2,0.0
291039,5,3,1,0.6
291040,5,0,3,0.0
291041,14,5,1,0.35714285714285715
291042,8,0,5,0.0
291043,11,2,5,0.18181818181818182
291044,5,0,5,0.0
291045,7,0,4,0.0
291046,3,0,1,0.0
291047,2,0,1,0.0
291048,25,17,5,0.68
291049,2,0,2,0.0
291050,1,0,1,0.0
291051,1,0,1,0.0
291052,6,1,5,0.16666666666666666
291053,2,0,2,0.0
291054,11,5,3,0.45454545454545453
291055,3,2,1,0.6666666666666666
291056,1,0,1,0.0
291057,2,0,2,0.0
291058,7,0,6,0.0
291059,2,0,2,0.0
291060,10,1,8,0.1
291062,1,0,1,0.0
291063,12,8,4,0.6666666666666666
291064,1,0,1,0.0
291065,3,0,1,0.0
291066,3,1,2,0.3333333333333333
291067,20,10,9,0.5
291068,3,0,2,0.0
291069,2,0,2,0.0
291070,14,4,9,0.2857142857142857
291071,6,1,5,0.16666666666666666
291072,7,1,6,0.14285714285714285
291073,11,4,6,0.36363636363636365
291074,10,2,4,0.2
291075,7,1,6,0.14285714285714285
291076,12,0,10,0.0
291077,4,0,4,0.0
291078,8,3,2,0.375
291079,1,0,1,0.0
291080,1,0,1,0.0
291081,7,0,6,0.0
291082,4,0,4,0.0
291083,4,0,4,0.0
291084,2,0,2,0.0
291085,5,0,3,0.0
291086,10,1,6,0.1
291087,3,0,2,0.0
291088,1,0,1,0.0
291089,2,0,2,0.0
291090,5,0,2,0.0
291091,8,0,7,0.0
291092,4,0,3,0.0
291093,3,0,2,0.0
291094,2,1,0,0.5
291095,3,0,3,0.0
291096,2,0,1,0.0
291097,2,0,2,0.0
291098,12,0,12,0.0
291099,1,0,1,0.0
291100,4,2,1,0.5
291101,2,0,2,0.0
291102,1,0,1,0.0
291103,8,1,4,0.125
291104,1,0,1,0.0
291105,4,0,4,0.0
291106,5,0,3,0.0
291107,6,0,5,0.0
291108,6,0,6,0.0
291109,13,0,5,0.0
291110,6,1,2,0.16666666666666666
291111,1,0,1,0.0
291112,3,0,2,0.0
291113,5,0,5,0.0
291114,7,2,4,0.2857142857142857
291116,9,1,2,0.1111111111111111
291117,4,0,3,0.0
291118,5,0,5,0.0
291119,5,0,5,0.0
291120,9,2,7,0.2222222222222222
291121,4,0,4,0.0
291122,2,0,2,0.0
291123,3,0,2,0.0
291124,2,0,1,0.0
291125,1,0,1,0.0
291126,6,0,3,0.0
291127,2,0,2,0.0
291128,5,1,3,0.2
291129,4,0,4,0.0
291130,2,0,2,0.0
291131,11,3,5,0.2727272727272727
291132,3,0,3,0.0
291133,8,2,3,0.25
291134,6,0,4,0.0
291135,2,0,2,0.0
291136,7,2,3,0.2857142857142857
291137,2,0,2,0.0
291138,2,0,2,0.0
291139,3,0,3,0.0
291140,3,0,2,0.0
291141,6,0,6,0.0
291142,7,1,4,0.14285714285714285
291143,3,0,3,0.0
291144,2,1,1,0.5
291145,9,3,5,0.3333333333333333
291146,1,0,1,0.0
291147,8,1,6,0.125
291148,6,0,5,0.0
291150,3,0,3,0.0
291151,8,0,7,0.0
291152,22,10,6,0.45454545454545453
291153,2,0,2,0.0
291154,1,0,1,0.0
291155,14,5,7,0.35714285714285715
291156,6,0,5,0.0
291157,3,0,1,0.0
291158,6,0,3,0.0
291159,4,1,3,0.25
291160,1,0,1,0.0
291161,3,0,3,0.0
291162,5,3,1,0.6
291163,6,0,5,0.0
291164,4,0,3,0.0
291165,3,0,3,0.0
291166,4,0,3,0.0
291167,6,1,3,0.16666666666666666
291169,4,0,4,0.0
291170,2,0,2,0.0
291171,5,0,5,0.0
291172,4,1,3,0.25
291173,4,0,4,0.0
291174,10,2,5,0.2
291175,1,0,1,0.0
291176,1,0,1,0.0
291177,3,0,2,0.0
291178,5,1,4,0.2
291179,7,2,5,0.2857142857142857
291180,9,1,6,0.1111111111111111
291181,8,0,3,0.0
291182,3,1,2,0.3333333333333333
291183,2,0,2,0.0
291184,1,0,1,0.0
291186,4,0,3,0.0
291187,1,0,1,0.0
291188,6,1,5,0.16666666666666666
291189,4,1,3,0.25
291190,3,0,3,0.0
291191,1,0,1,0.0
291192,5,0,5,0.0
291193,5,2,3,0.4
291194,6,3,3,0.5
291195,3,0,3,0.0
291196,4,1,2,0.25
291197,2,0,2,0.0
291198,13,1,7,0.07692307692307693
291200,2,0,2,0.0
291202,7,1,4,0.14285714285714285
291203,15,3,7,0.2
291204,1,0,1,0.0
291205,16,7,9,0.4375
291206,1,0,1,0.0
291207,2,0,2,0.0
291208,2,0,2,0.0
291209,1,0,1,0.0
291210,1,0,1,0.0
291211,10,3,4,0.3
291212,3,0,3,0.0
291213,3,0,2,0.0
291214,3,1,2,0.3333333333333333
291215,3,0,1,0.0
291216,8,0,7,0.0
291217,6,0,5,0.0
291218,3,0,3,0.0
291219,3,0,3,0.0
291220,4,1,2,0.25
291221,10,3,4,0.3
291222,5,0,5,0.0
291223,4,0,4,0.0
291224,11,2,8,0.18181818181818182
291225,2,1,1,0.5
291226,2,0,2,0.0
291227,5,0,4,0.0
291228,1,0,1,0.0
291229,1,0,1,0.0
291230,3,2,1,0.6666666666666666
291231,1,0,1,0.0
291233,20,2,5,0.1
291234,1,0,1,0.0
291235,3,0,3,0.0
291236,2,0,1,0.0
291237,3,0,2,0.0
291238,29,19,6,0.6551724137931034
291239,1,0,1,0.0
291240,2,0,2,0.0
291241,1,0,1,0.0
291242,7,0,7,0.0
291243,10,2,8,0.2
291244,4,0,3,0.0
291245,4,2,2,0.5
291246,1,0,1,0.0
291247,2,0,1,0.0
291248,1,0,1,0.0
291249,4,1,3,0.25
291250,4,0,4,0.0
291251,4,0,3,0.0
291252,2,0,2,0.0
291256,9,1,5,0.1111111111111111
291257,3,0,2,0.0
291258,7,5,2,0.7142857142857143
291261,3,0,3,0.0
291262,1,0,1,0.0
291263,4,0,3,0.0
291264,7,1,4,0.14285714285714285
291265,2,0,2,0.0
291266,4,0,4,0.0
291267,4,1,2,0.25
291268,7,1,4,0.14285714285714285
291269,4,1,3,0.25
291270,3,0,2,0.0
291273,3,1,2,0.3333333333333333
291274,12,4,5,0.3333333333333333
291276,1,0,1,0.0
291277,9,2,4,0.2222222222222222
291278,9,2,5,0.2222222222222222
291279,8,0,5,0.0
291280,5,0,5,0.0
291281,3,1,1,0.3333333333333333
291282,7,1,6,0.14285714285714285
291283,6,3,2,0.5
291284,1,0,1,0.0
291285,7,2,4,0.2857142857142857
291286,10,1,9,0.1
291287,8,1,5,0.125
291288,2,1,1,0.5
291289,10,2,8,0.2
291290,3,1,1,0.3333333333333333
291291,5,0,3,0.0
291292,2,0,2,0.0
291293,2,0,1,0.0
291294,3,0,3,0.0
291295,2,0,2,0.0
291296,7,2,5,0.2857142857142857
291297,6,2,4,0.3333333333333333
291298,12,3,5,0.25
291299,5,3,2,0.6
291300,7,0,4,0.0
291301,7,3,3,0.42857142857142855
291302,10,3,5,0.3
291303,4,0,4,0.0
291304,3,2,1,0.6666666666666666
291305,1,0,1,0.0
291306,6,2,4,0.3333333333333333
291307,2,1,1,0.5
291308,2,0,2,0.0
291309,15,5,5,0.3333333333333333
291310,5,0,4,0.0
291311,5,0,4,0.0
291312,4,0,4,0.0
291313,3,0,3,0.0
291314,5,0,5,0.0
291315,7,5,1,0.7142857142857143
291316,8,2,6,0.25
291317,5,1,3,0.2
291318,1,0,1,0.0
291319,1,0,1,0.0
291320,4,1,3,0.25
291321,9,0,2,0.0
291322,4,0,4,0.0
291323,4,0,4,0.0
291324,2,0,2,0.0
291325,5,2,3,0.4
291326,2,0,2,0.0
291327,2,0,2,0.0
291329,2,0,2,0.0
291330,2,0,2,0.0
291331,2,0,2,0.0
291332,1,0,1,0.0
291333,7,0,7,0.0
291334,4,0,4,0.0
291336,7,2,5,0.2857142857142857
291337,4,0,1,0.0
291338,7,0,7,0.0
291339,2,0,1,0.0
291340,5,0,4,0.0
291341,7,2,2,0.2857142857142857
291342,1,0,1,0.0
291343,7,6,1,0.8571428571428571
291344,4,0,3,0.0
291345,2,0,2,0.0
291346,16,7,9,0.4375
291347,2,0,2,0.0
291348,2,0,2,0.0
291349,8,2,5,0.25
291350,1,0,1,0.0
291351,4,1,3,0.25
291352,2,0,2,0.0
291353,9,0,4,0.0
291354,15,6,6,0.4
291355,4,0,3,0.0
291356,1,0,1,0.0
291357,2,0,2,0.0
291358,6,1,5,0.16666666666666666
291359,3,0,2,0.0
291360,14,6,3,0.42857142857142855
291361,1,0,1,0.0
291362,11,0,6,0.0
291363,6,0,3,0.0
291364,1,0,1,0.0
291365,1,0,1,0.0
291366,10,6,4,0.6
291367,3,0,2,0.0
291368,2,0,2,0.0
291369,4,0,2,0.0
291370,1,0,1,0.0
291371,6,0,6,0.0
291372,5,2,3,0.4
291373,4,1,3,0.25
291374,1,0,1,0.0
291375,9,2,6,0.2222222222222222
291376,2,0,2,0.0
291377,5,0,4,0.0
291378,10,1,4,0.1
291379,2,0,2,0.0
291380,6,0,5,0.0
291381,3,0,2,0.0
291382,3,0,3,0.0
291383,7,0,4,0.0
291384,1,0,1,0.0
291385,4,1,2,0.25
291386,1,0,1,0.0
291387,5,1,4,0.2
291389,4,0,4,0.0
291390,5,1,2,0.2
291391,2,0,2,0.0
291392,3,0,3,0.0
291393,20,12,8,0.6
291394,7,2,5,0.2857142857142857
291395,13,2,10,0.15384615384615385
291396,4,1,2,0.25
291397,4,0,2,0.0
291398,8,0,3,0.0
291399,1,0,1,0.0
291400,3,0,2,0.0
291401,1,0,0,0.0
291402,6,0,5,0.0
291403,5,0,2,0.0
291404,6,2,1,0.3333333333333333
291405,4,2,2,0.5
291406,9,1,2,0.1111111111111111
291407,3,0,3,0.0
291408,14,4,5,0.2857142857142857
291409,3,0,2,0.0
291410,7,0,6,0.0
291411,1,0,1,0.0
291412,1,0,1,0.0
291413,4,0,4,0.0
291414,1,0,1,0.0
291415,7,2,5,0.2857142857142857
291416,1,0,1,0.0
291417,2,0,2,0.0
291418,7,0,6,0.0
291419,5,1,3,0.2
291420,1,0,1,0.0
291421,2,0,2,0.0
291422,5,2,3,0.4
291423,1,0,1,0.0
291424,3,1,2,0.3333333333333333
291425,3,0,3,0.0
291426,11,1,6,0.09090909090909091
291427,4,0,2,0.0
291428,11,3,1,0.2727272727272727
291429,3,0,2,0.0
291430,3,0,1,0.0
291431,4,0,3,0.0
291432,1,0,1,0.0
291433,1,0,1,0.0
291434,3,0,2,0.0
291435,3,1,2,0.3333333333333333
291436,1,0,1,0.0
291437,2,0,2,0.0
291438,4,0,2,0.0
291439,4,2,1,0.5
291440,5,0,5,0.0
291441,2,0,2,0.0
291442,10,8,2,0.8
291443,5,1,4,0.2
291444,2,0,2,0.0
291445,3,0,2,0.0
291446,11,3,5,0.2727272727272727
291447,3,0,1,0.0
291448,8,0,7,0.0
291449,2,0,2,0.0
291450,5,1,4,0.2
291451,13,4,2,0.3076923076923077
291452,11,6,3,0.5454545454545454
291453,6,0,3,0.0
291454,1,0,1,0.0
291455,1,0,1,0.0
291456,9,0,7,0.0
291457,4,1,2,0.25
291458,8,2,4,0.25
291459,5,0,4,0.0
291460,5,0,2,0.0
291461,4,0,3,0.0
291462,5,0,4,0.0
291463,3,1,2,0.3333333333333333
291464,9,0,5,0.0
291465,3,0,3,0.0
291466,5,0,4,0.0
291467,12,0,10,0.0
291468,1,0,1,0.0
291469,5,0,4,0.0
291470,1,0,1,0.0
291471,1,0,1,0.0
291472,4,0,2,0.0
291473,1,0,1,0.0
291474,3,0,2,0.0
291475,1,0,1,0.0
291476,2,1,0,0.5
291477,4,0,4,0.0
291478,11,1,8,0.09090909090909091
291479,5,0,4,0.0
291480,7,2,4,0.2857142857142857
291481,1,0,1,0.0
291482,2,0,2,0.0
291483,6,0,5,0.0
291484,4,0,4,0.0
291485,3,0,2,0.0
291486,14,3,6,0.21428571428571427
291487,9,1,5,0.1111111111111111
291488,1,0,1,0.0
291489,2,0,2,0.0
291490,5,0,4,0.0
291491,5,0,5,0.0
291493,4,0,4,0.0
291494,2,0,2,0.0
291495,2,1,1,0.5
291496,3,0,2,0.0
291497,3,1,2,0.3333333333333333
291499,3,0,3,0.0
291500,4,1,2,0.25
291501,3,0,3,0.0
291502,5,1,4,0.2
291503,4,0,3,0.0
291504,3,0,3,0.0
291505,2,1,1,0.5
291506,2,0,2,0.0
291507,1,0,1,0.0
291508,1,0,1,0.0
291511,6,1,1,0.16666666666666666
291512,1,0,1,0.0
291513,1,0,1,0.0
291517,8,1,1,0.125
291518,6,1,4,0.16666666666666666
291519,10,1,6,0.1
291520,4,0,3,0.0
291521,4,0,2,0.0
291522,1,0,1,0.0
291523,5,0,4,0.0
291524,1,0,1,0.0
291525,4,0,4,0.0
291526,2,0,1,0.0
291527,13,3,1,0.23076923076923078
291528,7,3,3,0.42857142857142855
291529,1,0,1,0.0
291530,5,0,2,0.0
291531,17,1,7,0.058823529411764705
291532,11,4,6,0.36363636363636365
291533,1,0,1,0.0
291534,1,0,1,0.0
291535,3,0,3,0.0
291536,4,1,3,0.25
291538,4,0,3,0.0
291539,4,0,4,0.0
291540,4,0,3,0.0
291541,4,0,4,0.0
291542,7,1,4,0.14285714285714285
291543,1,0,1,0.0
291544,3,0,3,0.0
291545,5,0,2,0.0
291546,1,0,1,0.0
291547,4,0,4,0.0
291548,6,0,2,0.0
291549,4,0,2,0.0
291550,3,0,2,0.0
291551,4,0,4,0.0
291552,7,0,6,0.0
291553,4,0,4,0.0
291554,6,0,2,0.0
291555,4,1,3,0.25
291556,2,1,1,0.5
291557,3,1,2,0.3333333333333333
291558,1,0,1,0.0
291559,19,2,9,0.10526315789473684
291560,4,0,4,0.0
291561,1,0,1,0.0
291562,3,0,2,0.0
291563,3,1,2,0.3333333333333333
291564,3,0,2,0.0
291565,1,0,1,0.0
291566,2,1,1,0.5
291567,10,1,6,0.1
291568,2,0,2,0.0
291569,3,0,2,0.0
291570,2,0,2,0.0
291571,1,0,1,0.0
291572,3,0,3,0.0
291573,12,6,6,0.5
291574,1,0,1,0.0
291575,8,3,4,0.375
291576,2,0,2,0.0
291577,5,3,1,0.6
291578,4,0,2,0.0
291579,7,1,6,0.14285714285714285
291580,4,1,3,0.25
291581,3,0,2,0.0
291582,1,0,1,0.0
291583,5,1,2,0.2
291584,19,5,7,0.2631578947368421
291585,4,0,3,0.0
291586,7,0,4,0.0
291588,2,0,1,0.0
291589,4,0,3,0.0
291590,3,0,2,0.0
291591,1,0,1,0.0
291592,7,2,2,0.2857142857142857
291593,2,0,2,0.0
291594,9,6,2,0.6666666666666666
291595,4,0,4,0.0
291596,4,0,3,0.0
291597,2,0,2,0.0
291598,1,0,1,0.0
291599,8,2,4,0.25
291600,4,0,3,0.0
291601,3,1,2,0.3333333333333333
291602,3,0,1,0.0
291603,2,0,2,0.0
291604,2,0,2,0.0
291605,4,0,4,0.0
291606,3,0,2,0.0
291608,7,3,3,0.42857142857142855
291609,5,0,4,0.0
291610,5,3,2,0.6
291612,1,0,1,0.0
291613,5,2,2,0.4
291614,3,0,2,0.0
291615,5,0,4,0.0
291616,3,1,2,0.3333333333333333
291617,3,0,3,0.0
291618,2,0,2,0.0
291619,3,0,2,0.0
291621,19,5,8,0.2631578947368421
291622,3,0,3,0.0
291623,6,0,6,0.0
291624,2,0,1,0.0
291625,4,1,3,0.25
291626,2,0,2,0.0
291627,7,1,5,0.14285714285714285
291628,1,0,1,0.0
291629,5,0,3,0.0
291630,1,0,1,0.0
291631,4,1,3,0.25
291632,1,0,1,0.0
291633,2,0,2,0.0
291634,3,1,1,0.3333333333333333
291635,3,0,3,0.0
291636,12,3,4,0.25
291637,5,3,1,0.6
291638,4,0,4,0.0
291639,7,6,1,0.8571428571428571
291640,3,0,3,0.0
291641,2,0,2,0.0
291642,5,3,2,0.6
291643,7,2,5,0.2857142857142857
291644,3,2,1,0.6666666666666666
291645,3,0,2,0.0
291646,3,0,3,0.0
291647,1,0,1,0.0
291648,11,2,2,0.18181818181818182
291649,3,0,2,0.0
291650,14,4,9,0.2857142857142857
291651,3,1,2,0.3333333333333333
291652,13,1,9,0.07692307692307693
291653,3,0,3,0.0
291654,6,1,3,0.16666666666666666
291655,2,0,2,0.0
291656,3,0,3,0.0
291657,1,0,1,0.0
291658,6,0,2,0.0
291659,6,1,5,0.16666666666666666
291660,3,0,3,0.0
291661,3,0,2,0.0
291662,4,2,1,0.5
291663,4,0,3,0.0
291664,8,0,6,0.0
291665,5,0,5,0.0
291666,8,0,3,0.0
291667,4,0,4,0.0
291668,2,0,2,0.0
291669,6,1,4,0.16666666666666666
291670,8,1,6,0.125
291671,8,3,1,0.375
291672,5,0,4,0.0
291673,13,3,7,0.23076923076923078
291674,6,0,6,0.0
291675,4,0,3,0.0
291676,3,1,1,0.3333333333333333
291677,6,0,5,0.0
291678,14,5,5,0.35714285714285715
291679,2,0,1,0.0
291680,2,0,2,0.0
291681,1,0,1,0.0
291682,18,10,7,0.5555555555555556
291683,3,0,3,0.0
291684,3,0,2,0.0
291685,5,0,4,0.0
291686,3,0,3,0.0
291687,2,1,1,0.5
291688,2,0,2,0.0
291689,3,0,2,0.0
291690,3,0,1,0.0
291691,3,0,3,0.0
291692,1,0,1,0.0
291693,16,2,9,0.125
291694,2,0,2,0.0
291695,1,0,1,0.0
291696,3,0,2,0.0
291697,3,0,3,0.0
291698,6,0,3,0.0
291699,8,6,2,0.75
291700,14,6,5,0.42857142857142855
291701,7,0,5,0.0
291702,15,10,3,0.6666666666666666
291703,22,3,7,0.13636363636363635
291704,2,0,2,0.0
291705,1,0,1,0.0
291707,8,2,4,0.25
291708,2,0,2,0.0
291709,8,1,7,0.125
291710,4,0,3,0.0
291711,5,0,5,0.0
291712,7,0,6,0.0
291713,3,1,2,0.3333333333333333
291714,3,0,3,0.0
291715,4,1,3,0.25
291716,4,0,4,0.0
291717,1,0,1,0.0
291718,4,0,1,0.0
291719,2,0,2,0.0
291720,3,0,3,0.0
291721,7,2,5,0.2857142857142857
291723,10,3,7,0.3
291724,1,0,1,0.0
291725,4,1,2,0.25
291726,1,0,1,0.0
291727,6,0,5,0.0
291728,5,0,2,0.0
291729,4,0,3,0.0
291730,9,0,7,0.0
291731,8,2,4,0.25
291732,3,1,2,0.3333333333333333
291733,9,0,5,0.0
291734,3,0,2,0.0
291735,8,2,6,0.25
291736,2,0,2,0.0
291737,8,1,6,0.125
291738,8,0,5,0.0
291739,1,0,1,0.0
291740,3,0,2,0.0
291741,6,2,4,0.3333333333333333
291742,13,0,13,0.0
291743,8,0,8,0.0
291745,6,1,3,0.16666666666666666
291747,7,1,3,0.14285714285714285
291748,2,0,2,0.0
291749,3,1,2,0.3333333333333333
291750,2,0,2,0.0
291751,3,0,3,0.0
291752,1,0,1,0.0
291753,13,3,1,0.23076923076923078
291754,5,2,3,0.4
291755,4,0,4,0.0
291756,5,0,5,0.0
291757,1,0,1,0.0
291758,2,0,2,0.0
291759,2,0,2,0.0
291760,1,0,1,0.0
291761,1,0,1,0.0
291762,7,1,3,0.14285714285714285
291763,4,1,3,0.25
291764,5,0,5,0.0
291765,6,0,4,0.0
291766,2,0,2,0.0
291767,1,0,1,0.0
291768,5,0,5,0.0
291769,16,7,5,0.4375
291770,6,0,4,0.0
291771,2,0,2,0.0
291772,12,3,4,0.25
291773,6,1,2,0.16666666666666666
291774,9,2,4,0.2222222222222222
291775,4,1,3,0.25
291776,6,1,4,0.16666666666666666
291777,1,0,1,0.0
291778,8,0,6,0.0
291779,2,0,2,0.0
291780,1,0,1,0.0
291781,3,0,3,0.0
291782,3,0,3,0.0
291783,11,3,6,0.2727272727272727
291784,4,0,4,0.0
291785,17,4,5,0.23529411764705882
291786,2,0,2,0.0
291787,1,0,1,0.0
291788,2,0,2,0.0
291789,3,0,2,0.0
291790,4,0,3,0.0
291791,7,0,4,0.0
291792,14,3,4,0.21428571428571427
291793,3,0,1,0.0
291794,1,0,1,0.0
291795,2,0,2,0.0
291796,4,3,1,0.75
291798,4,2,1,0.5
291799,9,0,6,0.0
291800,15,3,7,0.2
291801,3,0,3,0.0
291802,4,0,4,0.0
291803,1,0,1,0.0
291804,5,0,5,0.0
291805,6,2,4,0.3333333333333333
291806,3,1,2,0.3333333333333333
291807,2,0,2,0.0
291808,8,2,2,0.25
291809,3,1,2,0.3333333333333333
291810,1,0,1,0.0
291811,5,2,3,0.4
291812,2,0,2,0.0
291813,3,2,1,0.6666666666666666
291814,22,9,5,0.4090909090909091
291816,15,5,9,0.3333333333333333
291817,5,0,4,0.0
291818,2,0,2,0.0
291819,6,0,6,0.0
291820,1,0,0,0.0
291821,3,0,3,0.0
291822,3,2,1,0.6666666666666666
291823,3,0,2,0.0
291824,4,0,4,0.0
291825,2,1,1,0.5
291826,1,0,1,0.0
291827,3,0,2,0.0
291828,8,2,3,0.25
291829,5,0,5,0.0
291830,1,0,1,0.0
291831,27,6,12,0.2222222222222222
291832,7,0,5,0.0
291833,4,0,4,0.0
291834,7,0,5,0.0
291835,4,1,3,0.25
291836,2,0,2,0.0
291837,3,0,3,0.0
291838,1,0,1,0.0
291839,6,1,5,0.16666666666666666
291840,3,1,2,0.3333333333333333
291841,2,0,2,0.0
291842,2,0,2,0.0
291843,4,0,2,0.0
291844,6,0,5,0.0
291845,1,0,1,0.0
291846,6,2,4,0.3333333333333333
291847,5,1,3,0.2
291848,5,1,4,0.2
291849,2,1,1,0.5
291850,8,0,6,0.0
291851,11,4,4,0.36363636363636365
291852,10,3,5,0.3
291853,10,3,4,0.3
291854,3,0,2,0.0
291855,2,0,2,0.0
291856,3,0,3,0.0
291857,1,0,1,0.0
291858,3,1,2,0.3333333333333333
291859,7,1,5,0.14285714285714285
291860,6,0,6,0.0
291861,4,0,4,0.0
291862,3,1,2,0.3333333333333333
291863,2,0,2,0.0
291864,9,1,5,0.1111111111111111
291865,3,0,3,0.0
291867,5,2,1,0.4
291868,4,0,2,0.0
291869,1,0,1,0.0
291870,4,1,2,0.25
291871,2,0,2,0.0
291872,7,1,6,0.14285714285714285
291874,5,0,3,0.0
291875,3,0,3,0.0
291876,4,0,4,0.0
291877,5,0,5,0.0
291878,5,0,5,0.0
291879,1,0,1,0.0
